Complaint ID,Category,Sub Category,Grievance Date,Ward Name,Grievance Status,Staff Remarks,Staff Name,matched_ward,name,latitude,longitude,flood_count,flood_reported,Zone,primary_drain_km,secondary_drain_km,tertiary_drain_km,total_drain_km,drainage_index
20746235,Storm  Water Drain(SWD),Sewerage water left in SWD,35:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Binny Mill Tank Area,12.97424037,77.5717029,2,1,Dasarahalli,2.6722306,6.991183324,13.47593364,23.13934756,0.365396556
20746235,Storm  Water Drain(SWD),Sewerage water left in SWD,35:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Kamakshipalya Tank Slum Area,12.98868345,77.52709081,2,1,Rajarajeshwari Nagar,1.975847848,6.649925261,14.78360092,23.40937403,0.374487393
20746235,Storm  Water Drain(SWD),Sewerage water left in SWD,35:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Kamakshipalya Tank Slum Area,12.98868345,77.52709081,2,1,Yelahanka,2.350897805,6.870643873,16.03373648,25.25527816,0.43663246
20746235,Storm  Water Drain(SWD),Sewerage water left in SWD,35:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Wilson Garden Area up to Bannerghatta Road,12.94803361,77.59717672,2,1,Rajarajeshwari Nagar,2.275947303,8.951803515,14.44899728,25.6767481,0.450821863
20746235,Storm  Water Drain(SWD),Sewerage water left in SWD,35:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Sanjaya Gandhi Slum Area,12.92723334,77.59245903,2,1,Yelahanka,4.236287991,7.139560859,15.88561188,27.26146073,0.504173535
20746235,Storm  Water Drain(SWD),Sewerage water left in SWD,35:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Kamakshipalya Tank Slum Area,12.99280635,77.52204236,2,1,Dasarahalli,3.772545322,7.899596637,11.73743587,23.40957783,0.374494254
20746235,Storm  Water Drain(SWD),Sewerage water left in SWD,35:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Kamakshipalya Tank Slum Area,12.99280635,77.52204236,2,1,Rajarajeshwari Nagar,3.874769769,6.104376906,12.03565573,22.0148024,0.327537096
20745757,Solid Waste (Garbage) Related,Garbage dump,54:00.0,Shanthala Nagar,ReOpen,Dear Sir Matress is kept for many days please let me know who should we contact rats no segregation when floods all come in our house🏠 Kindly let us keep the place clean also fine the people throwing the garbage we have a board but no action taken Sorry if I keep complaining Thanks Maria 8317497385,Ravi Kumar/AEE,,,,,,,Bommanahalli,2.759702536,6.577083221,15.59713715,24.93392291,0.425813565
20745006,Storm  Water Drain(SWD),Sewerage water left in SWD,01:00.0,Thanisandra,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,East,7.729191684,9.626797857,10.69628679,28.05227633,0.530797501
20744923,Storm  Water Drain(SWD),Sewerage water left in SWD,51:00.0,HAL Airport,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,HAL Airport,HAL Airport Road,12.95450438,77.68226401,2,1,Dasarahalli,3.8564289,4.808267245,13.78488174,22.44957789,0.34217445
20744825,Storm  Water Drain(SWD),Sewerage water left in SWD,04:00.0,Radhakrishna Temple,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,Radhakrishna Temple,Krishnappa Garden behind Byrasandra Tank D/s,12.92994322,77.59847562,1,1,Yelahanka,4.260899452,9.980875041,18.25707198,32.49884647,0.680497799
20744825,Storm  Water Drain(SWD),Sewerage water left in SWD,04:00.0,Radhakrishna Temple,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,Radhakrishna Temple,Ghali Anjaneya temple road,12.95272708,77.54128925,1,1,Mahadevapura,3.969227134,7.019042731,5.948042668,16.93631253,0.156562294
20744352,Storm  Water Drain(SWD),Sewerage water left in SWD,41:00.0,Kuvempu Nagar,Registered,Forwarded Task is apartment Martians are not maintain the sewage work,Prashanth/AE,Kuvempu Nagar,"Ashok Nagar
,museum road",12.97077564,77.6047966,3,1,Yelahanka,3.6140803,5.857701561,17.63110781,27.10288967,0.498835008
20743986,Storm  Water Drain(SWD),Sewerage water left in SWD,17:00.0,Kacharakanahalli,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,,,,,,,Mahadevapura,2.440470156,9.797022013,7.133551423,19.37104359,0.238531082
20743682,Storm  Water Drain(SWD),Sewerage water left in SWD,56:00.0,Nagavara,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,,,,,,,West,3.722252465,7.955020992,12.32731847,24.00459193,0.394526276
20741845,Projects Central,Drainage blockage,30:00.0,BTM Layout,Closed,"Work is in progress, Issue will be resolved soon.",Basavaraj Ganganavar/AE,,,,,,,Rajarajeshwari Nagar,4.255599831,6.783093597,13.41576623,24.45445966,0.409671732
20740309,Storm  Water Drain(SWD),Sewerage water left in SWD,22:00.0,Horamavu,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Mahadevapura,1.460452652,9.845304777,7.513042763,18.81880019,0.219938999
20740099,Storm  Water Drain(SWD),Sewerage water left in SWD,20:00.0,Hosahalli,Registered,1st Assignment Based on Ward Mapping,PRAVEEN M N/AE,,,,,,,Yelahanka,2.157148674,8.993903967,17.52435153,28.67540417,0.551776013
20739981,Storm  Water Drain(SWD),Sewerage water left in SWD,38:00.0,Pulikeshi Nagar,Registered,Forwarded Task,Samatha/AE,Pulikeshi Nagar,Magadi Police station,12.97449084,77.55151009,5,1,West,2.048414267,5.552082366,19.93165292,27.53214956,0.513286671
20739981,Storm  Water Drain(SWD),Sewerage water left in SWD,38:00.0,Pulikeshi Nagar,Registered,Forwarded Task,Samatha/AE,Pulikeshi Nagar,Pulakeshinagara,12.99684055,77.60990363,5,1,East,2.244372814,14.39832124,16.62695147,33.26964552,0.706447879
20739792,Storm  Water Drain(SWD),Sewerage water left in SWD,24:00.0,HBR Layout,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,HBR Layout,Gubbanna Layout,12.97920853,77.55564567,5,1,Bommanahalli,5.349572628,8.457810398,6.081419864,19.88880289,0.255962208
20739792,Storm  Water Drain(SWD),Sewerage water left in SWD,24:00.0,HBR Layout,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,HBR Layout,RPC layout,12.96278178,77.53789808,5,1,Bommanahalli,4.666460367,6.26179211,9.659736198,20.58798868,0.279501322
20739697,Storm  Water Drain(SWD),Sewerage water left in SWD,20:00.0,Kadugodi,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Bommanahalli,3.633782231,4.794540545,13.86581821,22.29414099,0.336941439
20739683,Road Maintenance(Engg),water stagnation,10:00.0,Jogupalya,Closed,In case of water flooding plz call control room number .1533 or 9480685702,Murthi/AE,Jogupalya,Cholurpalya,12.9720098,77.54905066,2,1,Mahadevapura,1.810903475,9.058176325,17.27611552,28.14519532,0.533925755
20739618,Storm  Water Drain(SWD),Sewerage water left in SWD,26:00.0,Horamavu,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,East,4.949695251,11.20072756,18.74082996,34.89125277,0.761041663
20738319,Storm  Water Drain(SWD),Sewerage water left in SWD,28:00.0,Vidyaranyapura,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,Mahadevapura,3.388581437,7.234227644,8.691662615,19.3144717,0.236626507
20737996,Storm  Water Drain(SWD),Sewerage water left in SWD,53:00.0,Chowdeshwari Ward,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Chowdeshwari Ward,Mekhri circle,13.01699074,77.58379345,1,1,Rajarajeshwari Nagar,1.975487293,9.06030179,12.20576302,23.2415521,0.368837422
20737852,Storm  Water Drain(SWD),Sewerage water left in SWD,21:00.0,Nandini Layout,Closed,Complaint is irrelevant,Arun Prasad/AE,Nandini Layout,BEML Layout in RR Nagar,12.90773591,77.5196606,1,1,Mahadevapura,3.222176927,9.020180479,12.02582602,24.26818342,0.403400469
20737852,Storm  Water Drain(SWD),Sewerage water left in SWD,21:00.0,Nandini Layout,Closed,Complaint is irrelevant,Arun Prasad/AE,Nandini Layout,RR Layout in Arekere & Hulimavu junction,12.88424038,77.59658071,1,1,East,4.391028406,6.516748797,21.25737172,32.16514892,0.669263383
20737831,Road Maintenance(Engg),water stagnation,06:00.0,Neelasandra,Closed,Resolved and because of the k 100 SWD overflow the water drained slowly and everything is cleared,Harsha/AE,,,,,,,East,5.695100588,8.117220678,9.81867086,23.63099213,0.381948491
20737751,Storm  Water Drain(SWD),Sewerage water left in SWD,09:00.0,Jogupalya,Closed,Kindly contact concern department,Vikranth/AE,Jogupalya,Cholurpalya,12.9720098,77.54905066,2,1,Rajarajeshwari Nagar,3.776865238,4.865179409,13.60935832,22.25140297,0.335502601
20737721,Road Maintenance(Engg),water stagnation,42:00.0,Shanthi Nagar,Closed,We have started Desilting of drains in Vinayakanagar and will see such flooding situations won't occur again,Farzan/AE,Shanthi Nagar,Shanthi Nagar,12.95425882,77.59323949,4,1,East,2.271824059,12.43946293,17.20153184,31.91281882,0.66076832
20737721,Road Maintenance(Engg),water stagnation,42:00.0,Shanthi Nagar,Closed,We have started Desilting of drains in Vinayakanagar and will see such flooding situations won't occur again,Farzan/AE,Shanthi Nagar,Yeshwanthpur Railway station,13.02377675,77.55037723,4,1,Yelahanka,3.39814055,4.268259478,19.49669125,27.16309128,0.500861784
20737618,Road Maintenance(Engg),water stagnation,14:00.0,Shanthi Nagar,Closed,Shoulder drains were cleared and desilting of drains are going on and we will ensure no flooding occurs,Farzan/AE,Shanthi Nagar,Shanthi Nagar,12.95425882,77.59323949,4,1,East,5.755159494,10.69889685,13.81182682,30.26588317,0.605321818
20737618,Road Maintenance(Engg),water stagnation,14:00.0,Shanthi Nagar,Closed,Shoulder drains were cleared and desilting of drains are going on and we will ensure no flooding occurs,Farzan/AE,Shanthi Nagar,Yeshwanthpur Railway station,13.02377675,77.55037723,4,1,Bommanahalli,3.764113164,9.468440143,14.06592914,27.29848244,0.505419926
20736797,Storm  Water Drain(SWD),Sewerage water left in SWD,23:00.0,Ramamurthy Nagar,Closed,It's clera,Prashanth/AE,,,,,,,Yelahanka,5.711151238,11.01412509,19.07558223,35.80085857,0.791664874
20736774,Storm  Water Drain(SWD),Sewerage water left in SWD,47:00.0,Hagadooru,Registered,1st Assignment Based on Ward Mapping,Chethan/AE,,,,,,,Yelahanka,4.761729432,6.73665399,7.794132301,19.29251572,0.235887327
20736684,Storm  Water Drain(SWD),Sewerage water left in SWD,23:00.0,Kammanahalli,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,Kammanahalli,Nayandahalli,12.94109266,77.52476239,1,1,Rajarajeshwari Nagar,1.935444266,8.58817248,15.55637478,26.07999153,0.464397644
20736615,Storm  Water Drain(SWD),Sewerage water left in SWD,47:00.0,Nagavara,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,,,,,,,South,2.059900612,5.190369764,16.73994869,23.99021906,0.394042392
20736614,Storm  Water Drain(SWD),Sewerage water left in SWD,46:00.0,Nagavara,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,,,,,,,South,4.976338319,11.44484448,7.780245504,24.2014283,0.401153061
20736613,Storm  Water Drain(SWD),Sewerage water left in SWD,46:00.0,Nagavara,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,,,,,,,East,2.159067863,6.274886623,13.11638064,21.55033512,0.311900125
20736612,Storm  Water Drain(SWD),Sewerage water left in SWD,46:00.0,Nagavara,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,,,,,,,Yelahanka,4.41172279,7.178298324,16.03114041,27.62116152,0.516283389
20736393,Storm  Water Drain(SWD),Sewerage water left in SWD,47:00.0,Doddanekkundi,Registered,1st Assignment Based on Ward Mapping,Chethan/AE,,,,,,,South,6.495174231,11.02701061,7.773216191,25.29540103,0.437983255
20736313,Storm  Water Drain(SWD),Sewerage water left in SWD,05:00.0,Basaveshwara Nagar,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,,,,,,,South,4.634918307,5.524298132,15.21236315,25.37157959,0.440547918
20735001,Storm  Water Drain(SWD),Sewerage water left in SWD,24:00.0,Jakkur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,,,,,,,East,4.329019557,7.292513952,13.88001197,25.50154548,0.44492341
20734833,Storm  Water Drain(SWD),Sewerage water left in SWD,09:00.0,Rajarajeshwari Nagar,ReOpen,The declining is not happened nor the sweater is cleaned. How come the tkt is closed with out any action,Ragavendra R/AEE,,,,,,,South,4.980769914,10.38914683,15.77222923,31.14214598,0.63482249
20734169,Storm  Water Drain(SWD),Sewerage water left in SWD,13:00.0,Bellandur,Registered,1st Assignment Based on Ward Mapping,Chethan/AE,,,,,,,Mahadevapura,3.32466214,8.540255756,6.144330202,18.0092481,0.192684242
20734086,Storm  Water Drain(SWD),Sewerage water left in SWD,04:00.0,Bellandur,Registered,1st Assignment Based on Ward Mapping,Chethan/AE,,,,,,,West,4.746330662,10.2703287,20.53451313,35.55117249,0.783258827
20734040,Storm  Water Drain(SWD),Sewerage water left in SWD,09:00.0,Bellandur,Registered,1st Assignment Based on Ward Mapping,Chethan/AE,,,,,,,Rajarajeshwari Nagar,4.971712754,7.760664889,15.95705311,28.68943075,0.552248238
20733629,Storm  Water Drain(SWD),Sewerage water left in SWD,06:00.0,Chokkasandra,Closed,Non relevant complaint,Arun Prasad/AE,,,,,,,West,3.884954244,9.38451999,22.02383119,35.29330542,0.774577354
20731259,Storm  Water Drain(SWD),Sewerage water left in SWD,32:00.0,Vignana Nagar,Closed,Site inspected as per complaint. No blockage or issue observed at the time of inspection. No action required currently,Prashanth/AE,,,,,,,East,7.767143383,7.517990589,20.74408114,36.02921511,0.799352832
20731058,Storm  Water Drain(SWD),Sewerage water left in SWD,18:00.0,Byatarayanapura,Closed,Maintenance of Swd work in progress,Prashanth/AE,Byatarayanapura,Padarayan pura,12.96456262,77.54960647,2,1,Bommanahalli,5.574077889,6.342719951,7.658599562,19.5753974,0.245410953
20731058,Storm  Water Drain(SWD),Sewerage water left in SWD,18:00.0,Byatarayanapura,Closed,Maintenance of Swd work in progress,Prashanth/AE,Byatarayanapura,Saraswathipuram – Jogu Palya,12.97238322,77.6328895,2,1,Rajarajeshwari Nagar,2.063585426,4.430385159,13.57880832,20.0727789,0.26215603
20731058,Storm  Water Drain(SWD),Sewerage water left in SWD,18:00.0,Byatarayanapura,Closed,Maintenance of Swd work in progress,Prashanth/AE,Byatarayanapura,UB city  road,12.97132879,77.59661807,2,1,East,2.416167805,14.08450561,8.41797758,24.918651,0.425299413
20730949,Storm  Water Drain(SWD),Sewerage water left in SWD,02:00.0,Horamavu,Closed,The complaint pertains to Bwssb pls contact concerned authority,Prashanth/AE,,,,,,,Yelahanka,2.083734407,8.667134358,6.700880301,17.45174907,0.17391522
20729653,Storm  Water Drain(SWD),Sewerage water left in SWD,14:00.0,Bellandur,Registered,1st Assignment Based on Ward Mapping,Chethan/AE,,,,,,,Bommanahalli,1.581998215,6.756385626,10.12603029,18.46441414,0.208008073
20728116,Storm  Water Drain(SWD),Sewerage water left in SWD,09:00.0,Rajarajeshwari Nagar,Closed,Complaint forwarded to bwssb,Aveesh/AE,,,,,,,West,2.309991988,8.658052233,14.67624081,25.64428503,0.449728946
20728115,Storm  Water Drain(SWD),Sewerage water left in SWD,09:00.0,Rajarajeshwari Nagar,Closed,Complaint forwarded to bwssb,Aveesh/AE,,,,,,,East,6.09804064,14.4728334,21.0969261,41.66780014,0.989184058
20727945,Storm  Water Drain(SWD),Sewerage water left in SWD,43:00.0,Banaswadi,Registered,1st Assignment Based on Ward Mapping,Samatha/AE,Banaswadi,Banaswadi,13.01190379,77.64712863,3,1,Yelahanka,1.941705513,5.226811225,15.69281712,22.86133386,0.356036818
20727943,Storm  Water Drain(SWD),Sewerage water left in SWD,40:00.0,Hoodi,Registered,Forwarded Task,Chethan/AE,Hoodi,KH Road,12.9554637,77.59203197,3,1,Rajarajeshwari Nagar,2.544004958,7.060493908,10.12722491,19.73172377,0.250673909
20727943,Storm  Water Drain(SWD),Sewerage water left in SWD,40:00.0,Hoodi,Registered,Forwarded Task,Chethan/AE,Hoodi,Cox town,12.99544161,77.62340844,3,1,Rajarajeshwari Nagar,4.595013713,6.538276413,8.223574662,19.35686479,0.238053732
20727625,Storm  Water Drain(SWD),Sewerage water left in SWD,59:00.0,Shettyhalli,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,,,,,,,Dasarahalli,1.283778969,6.668725413,14.9706699,22.92317428,0.358118766
20727504,Road Maintenance(Engg),Road side drains,00:00.0,Nagapura,Closed,We have attended the complaint and now they removed debris upon road. And only upon drainage slab is remaining. They asked time to remove this,B .C Ravi Kumar/AE,,,,,,,Yelahanka,5.509448716,4.144881471,12.19606571,21.8503959,0.32200211
20726800,Storm  Water Drain(SWD),Sewerage water left in SWD,49:00.0,Attiguppe,Registered,1st Assignment Based on Ward Mapping,Nandish/AE,,,,,,,Mahadevapura,2.583790054,9.604867363,10.97150559,23.16016301,0.366097339
20725747,Storm  Water Drain(SWD),Sewerage water left in SWD,23:00.0,Doddanekkundi,Registered,1st Assignment Based on Ward Mapping,Chethan/AE,,,,,,,South,2.302640621,12.1730054,9.164364216,23.64001024,0.382252099
20725579,Storm  Water Drain(SWD),Sewerage water left in SWD,46:00.0,Herohalli,ReOpen,ಯಾವುದೆ ವ್ಯಕ್ತಿಯು ಆಗಲಿ ಅಥವ ಅಧಿಕಾರಿಗಳಾಗಲಿ ಸಮಸ್ಯೆ ಬಗೆಹರಿಸಿಲ್ಲ,Paramesh HN/AEE,Herohalli,DJ Halli,13.00926754,77.61028815,2,1,Bommanahalli,4.635317244,7.988498877,16.13382175,28.75763787,0.554544531
20725493,Storm  Water Drain(SWD),Sewerage water left in SWD,17:00.0,Horamavu,Closed,Please mention the probmle,Prashanth/AE,,,,,,,Yelahanka,4.618925665,9.573206591,15.83407827,30.02621053,0.597252888
20725491,Storm  Water Drain(SWD),Sewerage water left in SWD,12:00.0,Horamavu,ReOpen,CITIZEN NOT SATISFIED,Narendra kumar A/AEE,,,,,,,Dasarahalli,4.358899249,8.534996287,7.05185005,19.94574559,0.257879267
20725349,Storm  Water Drain(SWD),Sewerage water left in SWD,53:00.0,Kadugodi,Registered,1st Assignment Based on Ward Mapping,Chethan/AE,,,,,,,South,5.448862323,10.26152839,7.990406109,23.70079682,0.384298568
20725007,Road Maintenance(Engg),Road side drains,21:00.0,Horamavu,ReOpen,"The drain water is flowing from nearby place and overflowing on the road due to blockages, need to clear that blockage.",Vinay/AEE,,,,,,,South,5.797752745,5.546581865,16.63321491,27.97754952,0.528281714
20724917,Storm  Water Drain(SWD),Sewerage water left in SWD,39:00.0,Nagarabhavi,Non Relevant,Bwssb related,BBMP Whatsapp/Customer Support Representative,,,,,,,East,3.692207435,10.7628836,19.12669064,33.58178168,0.7169564
20724648,Road Maintenance(Engg),Debris Removal / Construction Material,37:00.0,Nagapura,Closed,We have attended the complaint and now they removed debris upon road. And only upon drainage slab is remaining. They asked time to remove this,B .C Ravi Kumar/AE,,,,,,,South,2.604941673,9.407077894,10.74860017,22.76061973,0.352646129
20724426,Storm  Water Drain(SWD),Sewerage water left in SWD,32:00.0,Benniganahalli,Non Relevant,Kindly contact concern department,BBMP Whatsapp/Customer Support Representative,Benniganahalli,"Bhovi Colony, near Sane Guruvanahalli Tank",13.01209705,77.67620738,8,1,Mahadevapura,4.552581957,6.468914699,16.91527639,27.93677305,0.526908914
20724294,Storm  Water Drain(SWD),Sewerage water left in SWD,12:00.0,Vishwanathnagenahalli,Non Relevant,Kindly contact concern department,BBMP Whatsapp/Customer Support Representative,Vishwanathnagenahalli,Railway underbridge near Kino theatre,12.9845071,77.57486768,2,1,Rajarajeshwari Nagar,4.446655483,8.036887532,6.869189704,19.35273272,0.23791462
20724294,Storm  Water Drain(SWD),Sewerage water left in SWD,12:00.0,Vishwanathnagenahalli,Non Relevant,Kindly contact concern department,BBMP Whatsapp/Customer Support Representative,Vishwanathnagenahalli,Brindavananagar below Matthikere Tank Market,13.03480905,77.55514906,2,1,Dasarahalli,4.765818511,8.606202089,9.209814971,22.58183557,0.346627098
20723678,Storm  Water Drain(SWD),Sewerage water left in SWD,21:00.0,Vishwanathnagenahalli,Non Relevant,Kindly contact concern department,BBMP Whatsapp/Customer Support Representative,Vishwanathnagenahalli,Railway underbridge near Kino theatre,12.9845071,77.57486768,2,1,South,3.804350152,12.11733236,20.43525005,36.35693256,0.81038592
20723678,Storm  Water Drain(SWD),Sewerage water left in SWD,21:00.0,Vishwanathnagenahalli,Non Relevant,Kindly contact concern department,BBMP Whatsapp/Customer Support Representative,Vishwanathnagenahalli,Brindavananagar below Matthikere Tank Market,13.03480905,77.55514906,2,1,East,4.232108515,9.508393714,15.13536439,28.87586662,0.558524875
20722962,Storm  Water Drain(SWD),Sewerage water left in SWD,48:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Binny Mill Tank Area,12.96874617,77.56808279,2,1,Mahadevapura,4.660934435,4.292666321,13.19845878,22.15205953,0.332158058
20722962,Storm  Water Drain(SWD),Sewerage water left in SWD,48:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Binny Mill Tank Area,12.96874617,77.56808279,2,1,West,3.640339117,13.36357079,13.28319429,30.2871042,0.606036255
20722962,Storm  Water Drain(SWD),Sewerage water left in SWD,48:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Binny Mill Tank Area,12.97424037,77.5717029,2,1,Rajarajeshwari Nagar,4.92995357,8.702837562,8.230077986,21.86286912,0.322422039
20722962,Storm  Water Drain(SWD),Sewerage water left in SWD,48:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Binny Mill Tank Area,12.97424037,77.5717029,2,1,Rajarajeshwari Nagar,4.647809732,4.060307428,16.07295301,24.78107017,0.420667553
20722962,Storm  Water Drain(SWD),Sewerage water left in SWD,48:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Kamakshipalya Tank Slum Area,12.98868345,77.52709081,2,1,Dasarahalli,2.744378499,8.525051296,8.975206864,20.24463666,0.267941873
20722962,Storm  Water Drain(SWD),Sewerage water left in SWD,48:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Kamakshipalya Tank Slum Area,12.98868345,77.52709081,2,1,Rajarajeshwari Nagar,4.228397164,8.904326353,15.0797962,28.21251972,0.53619233
20722962,Storm  Water Drain(SWD),Sewerage water left in SWD,48:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Wilson Garden Area up to Bannerghatta Road,12.94803361,77.59717672,2,1,South,5.548168658,8.660123486,10.12284406,24.3311362,0.405519867
20722962,Storm  Water Drain(SWD),Sewerage water left in SWD,48:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Sanjaya Gandhi Slum Area,12.92723334,77.59245903,2,1,East,2.618743213,10.91275436,11.62277997,25.15427754,0.433232126
20722962,Storm  Water Drain(SWD),Sewerage water left in SWD,48:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Kamakshipalya Tank Slum Area,12.99280635,77.52204236,2,1,Rajarajeshwari Nagar,4.819956336,5.843517575,5.544031616,16.20750553,0.132025939
20722962,Storm  Water Drain(SWD),Sewerage water left in SWD,48:00.0,Peenya Industrial Area,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Peenya Industrial Area,Kamakshipalya Tank Slum Area,12.99280635,77.52204236,2,1,Rajarajeshwari Nagar,3.270484253,3.605950652,12.40091842,19.27735333,0.235376862
20722859,Storm  Water Drain(SWD),Sewerage water left in SWD,10:00.0,Doddanekkundi,Registered,Forwarded Task,Chethan/AE,,,,,,,West,6.262870317,7.516775175,12.83845306,26.61809855,0.482513805
20722278,Storm  Water Drain(SWD),Sewerage water left in SWD,48:00.0,Pulikeshi Nagar,Non Relevant,Kindly contact concern department,BBMP Whatsapp/Customer Support Representative,Pulikeshi Nagar,Magadi Police station,12.97449084,77.55151009,5,1,West,3.528267846,11.72568104,20.42468122,35.67863011,0.787549874
20722278,Storm  Water Drain(SWD),Sewerage water left in SWD,48:00.0,Pulikeshi Nagar,Non Relevant,Kindly contact concern department,BBMP Whatsapp/Customer Support Representative,Pulikeshi Nagar,Pulakeshinagara,12.99684055,77.60990363,5,1,Bommanahalli,5.529854528,3.784740173,12.03342631,21.34802101,0.305088924
20722256,Road Maintenance(Engg),Road side drains,22:00.0,Shanthi Nagar,Closed,We have started desilting in Vinayakanagar and will cover entire part of our ward and will see flooding kind situation won't occur again,Farzan/AE,Shanthi Nagar,Shanthi Nagar,12.95425882,77.59323949,4,1,Mahadevapura,3.034647051,5.834494202,17.12150179,25.99064304,0.461389596
20722256,Road Maintenance(Engg),Road side drains,22:00.0,Shanthi Nagar,Closed,We have started desilting in Vinayakanagar and will cover entire part of our ward and will see flooding kind situation won't occur again,Farzan/AE,Shanthi Nagar,Yeshwanthpur Railway station,13.02377675,77.55037723,4,1,South,1.755272023,7.634433896,9.480843702,18.87054962,0.22168122
20722070,Storm  Water Drain(SWD),Sewerage water left in SWD,42:00.0,Nagavara,Registered,Forwarded Task,Samatha/AE,,,,,,,Rajarajeshwari Nagar,4.830989708,6.743071419,14.79828601,26.37234713,0.474240224
20721010,Storm  Water Drain(SWD),Sewerage water left in SWD,14:00.0,Marathalli,Registered,Forwarded Task,Chethan/AE,,,,,,,Yelahanka,2.038176049,11.35884493,16.9617172,30.35873818,0.608447918
20720940,Storm  Water Drain(SWD),Sewerage water left in SWD,20:00.0,Bagalagunte,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,Bagalagunte,hotel Chalukya Junction,12.98449885,77.58816135,2,1,Rajarajeshwari Nagar,2.545323187,5.501248963,13.71868638,21.76525853,0.319135836
20720698,Storm  Water Drain(SWD),Sewerage water left in SWD,46:00.0,Varthur,Registered,1st Assignment Based on Ward Mapping,Chethan/AE,,,,,,,East,7.700371802,8.469532019,22.36131488,38.5312187,0.883586448
20719671,Road Maintenance(Engg),Road side drains,03:00.0,Hoodi,ReOpen,Drain filled with sewage water and overflowing on to road,Srinivas Murthy/AEE,Hoodi,KH Road,12.9554637,77.59203197,3,1,Bommanahalli,5.777732161,9.281259361,15.70305588,30.76204741,0.622025914
20719671,Road Maintenance(Engg),Road side drains,03:00.0,Hoodi,ReOpen,Drain filled with sewage water and overflowing on to road,Srinivas Murthy/AEE,Hoodi,Cox town,12.99544161,77.62340844,3,1,Mahadevapura,3.80843913,6.665525586,13.05202183,23.52598654,0.378413324
20719314,Storm  Water Drain(SWD),Sewerage water left in SWD,16:00.0,Pulikeshi Nagar,Non Relevant,Kindly contact concern department,BBMP Whatsapp/Customer Support Representative,Pulikeshi Nagar,Magadi Police station,12.97449084,77.55151009,5,1,Yelahanka,4.632818618,5.796838584,8.184930336,18.61458754,0.213063881
